Loan Maturity,Currency,Type of Loans,Sector,Year_Month,value,Year,Month
Over 2 years and up to and including 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2019M02,0.0,2019,2
Over 5 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2019M02,15313.8,2019,2
Over 5 years,DKK,- Revolving loans and overdrafts,Financial corporations,2019M02,7377.8,2019,2
Over 5 years,DKK,- Revolving loans and overdrafts,General government,2019M02,0.0,2019,2
Over 5 years,DKK,- Revolving loans and overdrafts,Households,2019M02,55936.4,2019,2
Over 5 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M02,466.2,2019,2
Over 5 years,DKK,- Credit card credit,Non-financial corporations,2019M02,154.5,2019,2
Over 5 years,DKK,- Credit card credit,Financial corporations,2019M02,7.1,2019,2
Over 5 years,DKK,- Credit card credit,General government,2019M02,0.7,2019,2
Over 5 years,DKK,- Credit card credit,Households,2019M02,1699.3,2019,2
Over 5 years,DKK,- Credit card credit,Non-profit institutions serving households,2019M02,5.7,2019,2
Over 5 years,DKK,- Repo loans,Non-financial corporations,2019M02,0.0,2019,2
Over 5 years,DKK,- Repo loans,Financial corporations,2019M02,0.0,2019,2
Over 5 years,DKK,- Repo loans,General government,2019M02,0.0,2019,2
Over 5 years,DKK,- Repo loans,Households,2019M02,0.0,2019,2
Over 5 years,DKK,- Repo loans,Non-profit institutions serving households,2019M02,0.0,2019,2
Over 5 years,DKK,- Other loans,Non-financial corporations,2019M02,56220.7,2019,2
Over 5 years,DKK,- Other loans,Financial corporations,2019M02,14717.5,2019,2
Over 5 years,DKK,- Other loans,General government,2019M02,311.4,2019,2
Over 5 years,DKK,- Other loans,Households,2019M02,314019.8,2019,2
Over 5 years,DKK,- Other loans,Non-profit institutions serving households,2019M02,1102.9,2019,2
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2019M02,1722.7,2019,2
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2019M02,778.4,2019,2
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2019M02,1443.2,2019,2
Over 5 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Credit card credit,Financial corporations,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Credit card credit,General government,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Credit card credit,Households,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Repo loans,Non-financial corporations,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Repo loans,Financial corporations,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Repo loans,General government,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Repo loans,Households,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Other loans,Non-financial corporations,2019M02,11641.2,2019,2
Over 5 years,Foreign currency in total,- Other loans,Financial corporations,2019M02,2004.2,2019,2
Over 5 years,Foreign currency in total,- Other loans,General government,2019M02,0.0,2019,2
Over 5 years,Foreign currency in total,- Other loans,Households,2019M02,2722.8,2019,2
Over 5 years,Foreign currency in total,- Other loans,Non-profit institutions serving households,2019M02,3.5,2019,2
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-financial corporations,2019M03,113289.5,2019,3
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Financial corporations,2019M03,28742.8,2019,3
Up to and including 1 year,DKK,- Revolving loans and overdrafts,General government,2019M03,14096.4,2019,3
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Households,2019M03,31221.4,2019,3
Up to and including 1 year,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M03,522.2,2019,3
Up to and including 1 year,DKK,- Credit card credit,Non-financial corporations,2019M03,1126.6,2019,3
Up to and including 1 year,DKK,- Credit card credit,Financial corporations,2019M03,404.9,2019,3
Up to and including 1 year,DKK,- Credit card credit,General government,2019M03,53.9,2019,3
Up to and including 1 year,DKK,- Credit card credit,Households,2019M03,6301.2,2019,3
Up to and including 1 year,DKK,- Credit card credit,Non-profit institutions serving households,2019M03,26.9,2019,3
Up to and including 1 year,DKK,- Repo loans,Non-financial corporations,2019M03,6592.1,2019,3
Up to and including 1 year,DKK,- Repo loans,Financial corporations,2019M03,154921.4,2019,3
Up to and including 1 year,DKK,- Repo loans,General government,2019M03,7145.7,2019,3
Up to and including 1 year,DKK,- Repo loans,Households,2019M03,0.0,2019,3
Up to and including 1 year,DKK,- Repo loans,Non-profit institutions serving households,2019M03,0.0,2019,3
Up to and including 1 year,DKK,- Other loans,Non-financial corporations,2019M03,55518.4,2019,3
Up to and including 1 year,DKK,- Other loans,Financial corporations,2019M03,48978.4,2019,3
Up to and including 1 year,DKK,- Other loans,General government,2019M03,0.0,2019,3
Up to and including 1 year,DKK,- Other loans,Households,2019M03,18342.5,2019,3
Up to and including 1 year,DKK,- Other loans,Non-profit institutions serving households,2019M03,298.2,2019,3
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2019M03,13792.9,2019,3
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2019M03,3701.7,2019,3
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,General government,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Households,2019M03,521.1,2019,3
Up to and including 1 year,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-financial corporations,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Credit card credit,Financial corporations,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Credit card credit,General government,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Credit card credit,Households,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-financial corporations,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Repo loans,Financial corporations,2019M03,12993.3,2019,3
Up to and including 1 year,Foreign currency in total,- Repo loans,General government,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Repo loans,Households,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Other loans,Non-financial corporations,2019M03,25656.1,2019,3
Up to and including 1 year,Foreign currency in total,- Other loans,Financial corporations,2019M03,48080.9,2019,3
Up to and including 1 year,Foreign currency in total,- Other loans,General government,2019M03,0.0,2019,3
Up to and including 1 year,Foreign currency in total,- Other loans,Households,2019M03,1073.5,2019,3
Up to and including 1 year,Foreign currency in total,- Other loans,Non-profit institutions serving households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-financial corporations,2019M03,10005.6,2019,3
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Financial corporations,2019M03,4060.4,2019,3
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,General government,2019M03,70.8,2019,3
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Households,2019M03,4830.5,2019,3
Over 1 year and up to and including 2 years,DKK,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M03,149.6,2019,3
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Credit card credit,General government,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Credit card credit,Non-profit institutions serving households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Repo loans,Financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Repo loans,General government,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Repo loans,Households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Repo loans,Non-profit institutions serving households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-financial corporations,2019M03,6214.0,2019,3
Over 1 year and up to and including 2 years,DKK,- Other loans,Financial corporations,2019M03,2847.6,2019,3
Over 1 year and up to and including 2 years,DKK,- Other loans,General government,2019M03,4.1,2019,3
Over 1 year and up to and including 2 years,DKK,- Other loans,Households,2019M03,6147.6,2019,3
Over 1 year and up to and including 2 years,DKK,- Other loans,Non-profit institutions serving households,2019M03,45.1,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-financial corporations,2019M03,200.5,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,General government,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Households,2019M03,14.3,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Revolving loans and overdrafts,Non-profit institutions serving households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,General government,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Credit card credit,Non-profit institutions serving households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Financial corporations,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,General government,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Repo loans,Non-profit institutions serving households,2019M03,0.0,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Non-financial corporations,2019M03,949.8,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,Financial corporations,2019M03,504.4,2019,3
Over 1 year and up to and including 2 years,Foreign currency in total,- Other loans,General government,2019M03,0.0,2019,3
